machine_id,plant,production_line,machine_type,shift,operator_experience_years,machine_age_years,ambient_temperature_c,humidity_pct,vibration_mm_s,hydraulic_pressure_bar,motor_current_a,rpm,production_rate_units_hr,defect_rate_pct,downtime_hours_30d,maintenance_count,days_since_maintenance,power_factor,oil_temperature_c,bearing_temperature_c,load_percent,noise_db,material_grade,lubricant_type,supplier_tier,inspection_status,batch_size,machine_energy_kwh,maintenance_risk
118854,Hyderabad,L6,CNC,Afternoon,2.65,4.98,27.86,67.59,5.484,5.69,36.36,3421.3,121.5,4.62,1.95,0,17.7,0.906,50.44,45.24,76.89,72.76,Recycled,Mineral,Local,Pass,727,53.25,Low
119255,Chennai,L6,CNC,Morning,6.25,1.97,22.54,38.5,2.075,7.8,23.96,2429.7,132.2,5.132,1.76,0,106.4,0.925,45.48,43.23,76.41,71.77,Standard,Mineral,Local,Pass,694,39.26,Medium
108422,Ahmedabad,L5,Robot,Afternoon,3.06,4.94,33.68,88.84,2.237,6.68,37.74,1436.3,137.7,11.314,0.63,2,241.3,0.94,62.8,48.76,85.54,64.97,Standard,Mineral,Local,Pass,209,53.27,High
116870,Hyderabad,L2,Compressor,Night,7.46,6.74,31.04,77.43,2.181,8.68,35.92,2488.7,52.8,7.335,2.01,1,47.2,0.941,56.57,53.08,51.38,72.34,Standard,Synthetic,Tier3,Rework,347,46.29,Medium
101625,Pune,L5,Lathe,Morning,10.1,3.4,25.78,48.77,3.755,5.48,29.54,2535.6,133.8,8.039,0.3,0,101.1,0.874,54.84,48.94,82.23,64.3,Premium,Bio,Tier1,Pass,1039,40.57,Medium
119105,Chennai,L2,CNC,Morning,2.6,6.68,29.51,67.36,,6.47,38.18,2120.0,110.0,7.714,1.52,0,7.9,0.892,55.83,44.53,71.25,76.22,Recycled,Mineral,Local,Pass,58,54.88,Low
102938,Chennai,L5,Milling,Morning,6.41,2.72,27.36,60.1,1.527,7.07,33.68,2813.8,145.3,2.093,0.77,1,17.4,0.861,57.31,48.32,89.9,68.44,,Synthetic,Tier3,Pending,786,62.07,Low
109802,Bengaluru,L3,Lathe,Morning,12.43,4.97,36.64,69.35,1.427,8.82,27.19,2670.8,98.4,5.967,0.69,2,47.8,0.851,60.1,56.09,59.79,68.84,Standard,Bio,Local,Pass,820,34.18,Medium
111905,Pune,L6,Milling,Afternoon,5.13,0.86,30.21,70.89,2.331,7.62,34.96,3026.6,151.4,1.492,2.47,0,107.7,0.922,58.72,44.29,81.52,64.39,Recycled,Synthetic,Tier1,Pass,923,60.53,Medium
108268,Chennai,L5,Milling,Night,0.35,11.49,34.34,31.52,4.589,7.98,44.86,2634.3,129.9,1.624,1.13,5,125.9,0.871,60.73,54.21,83.82,69.16,HighStrength,Mineral,Tier1,Rework,1114,63.15,High
100791,Chennai,L5,Press,Night,8.6,3.17,40.46,64.42,2.077,7.08,39.67,2248.8,128.0,12.392,4.77,1,81.1,0.979,69.76,60.57,82.22,70.33,Recycled,Synthetic,Tier2,Minor_Issue,861,69.66,Medium
113367,Pune,L5,Compressor,Night,3.84,1.96,32.8,51.77,0.988,9.47,23.63,2328.3,93.1,3.783,0.51,0,18.6,0.904,66.03,44.85,67.76,74.06,Recycled,Synthetic,Tier3,Minor_Issue,669,41.64,Low
100500,Bengaluru,L5,Lathe,Night,6.72,2.3,30.39,64.32,1.143,8.74,29.27,2440.1,109.3,4.567,0.07,0,128.5,0.791,51.01,49.35,64.26,70.52,Standard,Mineral,Tier1,Rework,922,36.47,Medium
105628,Hyderabad,L2,Compressor,Afternoon,4.28,16.03,34.47,67.01,1.163,6.98,34.27,1845.8,169.4,8.883,0.89,1,29.1,0.944,62.98,54.19,95.17,73.05,Standard,Mineral,Tier2,Pass,979,56.08,Medium
118239,Pune,L6,Lathe,Morning,3.63,6.59,35.84,58.42,0.605,7.28,29.5,2307.4,66.4,6.092,2.34,0,68.3,0.967,61.49,57.93,46.47,67.2,Recycled,Synthetic,Tier1,Pass,897,34.45,Medium
100336,Bengaluru,L6,Press,Afternoon,7.93,7.07,30.08,59.01,1.921,6.1,38.86,3242.9,110.1,6.158,1.2,1,97.3,0.936,50.65,46.42,68.98,67.49,Recycled,Mineral,Tier2,Pass,1032,54.9,Medium
115003,Pune,L1,Press,Afternoon,3.71,6.63,26.63,44.14,4.068,8.42,42.0,2418.9,101.9,10.243,0.73,2,13.9,0.923,51.2,42.07,61.99,72.81,Standard,Mineral,Tier1,Pass,194,63.06,Low
102076,Bengaluru,L4,Milling,Afternoon,,2.58,30.8,48.89,3.2,6.61,40.36,3357.1,85.9,4.129,3.26,0,93.5,0.958,54.06,47.12,67.05,73.2,Recycled,Mineral,Tier3,Pass,435,55.96,Low
102137,Pune,L3,Milling,Morning,7.32,2.73,22.8,46.28,2.447,6.47,35.91,3069.9,145.4,1.048,0.09,1,36.5,0.956,45.92,46.09,91.89,69.19,Recycled,Mineral,Tier2,Pass,150,54.0,Low
120375,Hyderabad,L3,Lathe,Afternoon,4.72,7.77,19.85,64.44,2.283,6.9,23.21,2968.1,112.2,4.761,3.1,1,69.8,0.924,50.64,36.07,79.76,65.31,HighStrength,Mineral,Tier2,Pass,238,48.01,Medium
115414,Hyderabad,L6,Milling,Afternoon,6.67,5.9,25.6,77.48,6.897,6.57,25.81,3422.2,94.0,7.43,0.51,0,62.1,0.924,54.14,40.76,67.53,70.32,Standard,Synthetic,Tier3,Pass,1138,44.66,Medium
109225,Chennai,L1,Lathe,Morning,4.38,4.19,35.99,41.23,1.328,5.49,18.43,2766.6,107.4,3.953,5.95,0,26.3,0.805,50.51,55.09,77.82,60.32,Standard,Synthetic,Tier2,Pass,125,38.42,Low
105551,Pune,L6,Lathe,Afternoon,3.08,6.35,33.27,53.57,,6.8,27.65,3503.6,148.1,6.522,1.09,0,219.6,0.882,66.59,46.37,80.49,72.97,Premium,Mineral,Local,Pass,940,51.55,High
116706,Bengaluru,L4,Compressor,Night,4.36,7.61,29.11,48.97,2.166,8.68,28.57,3596.0,98.2,7.554,2.04,2,48.3,0.869,56.4,47.3,59.17,68.03,HighStrength,Mineral,Tier1,Pass,1167,51.33,Medium
106400,Hyderabad,L1,CNC,Night,5.94,6.9,29.3,56.52,3.155,8.35,36.97,1988.8,107.1,3.194,0.24,1,102.8,0.968,54.35,56.21,63.38,70.53,Premium,Synthetic,Tier2,Pass,1101,54.36,High
115754,Bengaluru,L4,Press,Afternoon,5.52,2.23,17.93,24.57,2.312,7.39,29.59,2426.3,98.1,15.548,2.66,2,96.8,0.922,42.93,39.33,65.55,67.32,HighStrength,Synthetic,Tier1,Pass,553,45.02,High
102622,Ahmedabad,L1,Compressor,Night,2.21,3.88,26.91,47.12,1.859,8.46,16.46,2716.2,100.2,13.232,1.83,0,154.4,0.914,55.01,39.3,75.64,72.38,Standard,Mineral,Tier3,Pass,479,33.28,High
113015,Pune,L6,Press,Afternoon,7.24,0.97,27.83,81.29,4.496,8.41,24.49,2343.5,126.8,3.274,0.83,0,4.4,0.878,54.25,49.13,84.71,71.9,Recycled,Synthetic,Local,Pass,308,40.9,Medium
112981,Chennai,L1,Compressor,Afternoon,,4.69,33.14,74.21,3.977,6.5,33.7,2854.5,81.9,9.718,2.86,1,76.0,0.912,63.05,47.2,57.72,73.78,Standard,Bio,Tier1,Pass,566,44.61,High
112937,Pune,L3,CNC,Morning,4.34,5.53,32.38,73.51,4.565,9.16,39.14,3795.8,132.5,4.597,2.04,2,38.6,0.877,54.0,56.36,72.26,74.48,,Mineral,Tier2,Pass,731,62.34,Medium
120008,Bengaluru,L6,Milling,Morning,3.14,6.91,23.25,89.02,1.129,7.58,20.49,3794.9,105.0,0.79,2.12,2,131.8,0.901,47.38,41.55,74.01,71.83,Standard,Synthetic,Tier1,Pass,794,38.12,High
112587,Chennai,L1,CNC,Morning,15.5,3.94,35.9,80.56,3.296,6.43,34.78,3137.4,60.9,14.894,0.86,3,53.0,0.893,,58.78,62.4,68.71,Premium,Synthetic,Tier3,Pass,407,50.56,Medium
116709,Hyderabad,L2,Milling,Night,5.15,6.41,27.84,61.85,2.147,8.3,23.67,2106.3,95.0,2.909,0.7,2,84.8,0.816,53.35,51.95,59.71,64.91,HighStrength,Synthetic,Tier3,Minor_Issue,575,38.37,Medium
121170,Bengaluru,L1,Robot,Night,5.01,7.08,36.43,36.88,2.278,7.14,34.98,3186.9,119.7,7.571,1.08,1,,0.79,57.7,46.95,67.14,69.59,HighStrength,Bio,Tier1,Pass,505,49.59,Low
114372,Pune,L2,Robot,Morning,16.51,4.5,27.54,71.49,2.755,8.29,32.68,2633.7,89.1,2.937,0.47,2,132.4,0.954,62.16,49.27,82.25,67.85,Standard,Mineral,Tier2,Pass,1132,54.46,High
104488,Chennai,L1,Compressor,Morning,3.26,2.38,31.33,60.27,1.252,7.68,20.85,2878.7,92.6,3.982,0.82,0,38.9,0.949,60.37,54.87,71.58,66.4,Recycled,Synthetic,Tier1,Pass,852,41.0,Low
107325,Hyderabad,L1,Robot,Night,1.09,6.93,26.97,79.46,1.034,8.94,33.95,3066.1,139.3,4.731,0.63,4,35.1,0.891,44.09,48.78,84.13,73.34,Premium,Mineral,Local,Minor_Issue,1026,53.77,Low
107078,Ahmedabad,L3,Lathe,Morning,6.23,8.36,27.11,54.24,2.8,7.13,23.1,3041.1,68.0,1.977,2.24,0,7.7,0.92,53.94,44.34,52.19,74.93,Premium,None,Tier2,Pass,535,38.3,Low
102004,Hyderabad,L1,Robot,Morning,2.35,6.47,25.68,46.26,1.387,7.68,35.18,2439.1,125.5,3.13,1.81,1,91.4,0.902,58.56,46.09,82.54,69.47,Recycled,Synthetic,Tier2,Pending,1125,63.58,Medium
120629,Hyderabad,L3,Lathe,Morning,8.11,3.59,24.29,46.51,2.996,7.85,31.99,2391.9,96.5,3.893,1.79,0,31.4,0.837,51.68,43.18,66.63,70.24,Recycled,Mineral,Tier2,Pass,893,43.32,Low
107168,Chennai,L1,Milling,Night,1.8,5.61,33.38,20.0,1.124,5.32,41.94,2744.8,128.5,4.796,2.06,1,66.1,0.901,59.93,48.14,79.09,69.24,HighStrength,Mineral,Tier2,Pass,194,63.69,Low
117841,Chennai,L4,Compressor,Afternoon,6.42,10.38,29.6,79.96,1.797,7.73,39.82,3569.4,73.9,18.0,0.3,4,11.5,0.848,55.53,41.36,64.95,69.5,HighStrength,Synthetic,Tier1,Minor_Issue,451,52.09,Low
108679,Hyderabad,L3,Robot,Afternoon,2.63,7.2,20.48,65.34,2.353,8.01,22.73,3346.5,122.8,9.884,2.52,1,30.0,0.901,50.87,36.87,63.27,69.0,Premium,Bio,Local,Pass,1112,42.38,Medium
112684,Chennai,L5,Lathe,Afternoon,6.96,8.51,20.58,65.9,2.277,7.23,34.27,4191.7,121.1,4.136,1.17,1,8.5,0.955,46.61,39.99,76.86,71.06,HighStrength,Mineral,Tier1,Minor_Issue,779,61.09,Low
103388,Ahmedabad,L1,Lathe,Afternoon,7.51,6.89,27.2,61.47,1.73,9.23,37.19,3098.1,162.6,4.208,5.69,1,111.4,0.908,50.2,41.33,93.87,74.52,Recycled,Synthetic,Local,Minor_Issue,275,73.53,Medium
102728,Chennai,L6,Press,Night,7.7,14.69,33.09,74.7,0.95,8.31,32.62,3092.8,59.4,5.601,0.42,2,258.6,0.931,53.08,60.31,55.36,68.58,Standard,Mineral,Tier2,Minor_Issue,263,49.53,High
104983,Pune,L4,Robot,Afternoon,0.2,5.55,27.26,75.53,1.623,8.78,34.23,2562.4,154.8,5.528,1.84,0,418.2,0.936,51.92,55.81,91.01,73.23,Standard,Mineral,Tier1,Pass,913,61.07,High
104280,Hyderabad,L6,Press,Night,9.05,3.36,33.05,74.11,1.516,,42.32,2618.5,111.2,6.033,0.95,0,4.2,0.892,66.01,52.95,70.11,70.7,Recycled,Synthetic,Tier1,Pending,432,62.62,Low
109646,Bengaluru,L3,Milling,Morning,3.83,6.27,27.96,50.76,3.309,8.32,28.19,2865.9,65.2,4.529,0.16,1,36.1,0.887,45.18,46.49,61.24,71.95,Premium,Mineral,Local,Pass,1015,35.14,Medium
108319,Pune,L6,Robot,Morning,6.15,5.86,30.91,,1.689,6.9,33.57,2383.8,75.2,10.054,0.62,1,8.0,0.924,64.61,47.31,72.96,66.81,Standard,Synthetic,Local,Minor_Issue,524,49.33,Low
110295,Chennai,L3,Press,Morning,9.6,10.39,26.39,74.25,2.549,6.24,30.4,3289.5,160.3,3.285,0.17,1,1.5,0.952,56.23,48.43,94.51,67.85,Premium,Mineral,Tier2,Pass,374,53.27,Low
101704,Bengaluru,L3,Press,Night,3.45,3.91,35.63,60.69,1.944,6.12,29.68,3589.1,124.7,5.079,1.17,1,14.2,0.954,54.43,55.5,68.55,68.06,Premium,Synthetic,Tier3,Pass,387,46.27,Low
117255,Hyderabad,L5,Milling,Night,5.79,9.53,24.09,53.21,1.551,10.64,46.48,3486.3,89.4,1.606,0.37,0,246.4,0.91,39.93,47.02,69.73,68.47,Recycled,Bio,Tier3,Pass,592,73.7,High
115342,Ahmedabad,L4,Milling,Morning,2.46,5.62,22.2,76.54,4.342,7.97,31.37,2389.7,146.1,2.415,1.47,1,66.7,0.883,46.44,40.89,82.41,63.62,Standard,Synthetic,Local,Pass,518,57.25,High
112089,Chennai,L1,Robot,Morning,9.32,4.67,23.64,59.16,2.305,9.13,16.24,3358.4,157.0,3.842,1.49,0,59.8,0.892,51.74,44.01,94.08,70.45,Standard,Synthetic,Tier3,Pass,890,43.37,Low
107982,Ahmedabad,L5,Lathe,Afternoon,8.59,3.7,36.12,58.38,2.839,9.12,30.55,3121.4,127.5,0.353,5.04,0,26.2,0.895,67.95,53.43,83.49,67.19,Premium,Bio,Tier1,Pass,283,58.12,Low
119339,Ahmedabad,L3,Milling,Afternoon,4.94,5.75,23.03,75.08,0.96,9.12,32.85,1695.5,98.4,1.024,0.2,1,16.3,0.984,56.05,39.44,77.72,65.59,Standard,Synthetic,Tier1,Pass,106,44.84,Low
105187,Chennai,L4,Robot,Morning,8.72,12.61,31.94,65.6,2.422,6.79,27.45,2061.4,122.0,6.932,0.87,1,66.4,0.977,58.6,51.25,86.05,66.22,Recycled,Mineral,Tier2,Pass,723,47.52,Low
119440,Chennai,L5,Robot,Night,9.64,6.32,35.15,50.46,2.812,5.52,24.55,3314.1,88.1,17.679,0.68,1,1.0,0.876,58.61,48.83,64.0,69.73,Standard,Mineral,Tier3,Pass,199,41.73,Medium
101203,Ahmedabad,L2,Press,Night,8.33,4.19,33.45,47.32,3.054,7.31,24.77,2465.0,111.1,2.382,0.59,0,14.2,0.902,68.49,48.42,85.31,76.6,Premium,Synthetic,Tier1,Pass,64,41.82,Medium
104073,Pune,L2,Press,Morning,5.96,13.21,34.14,51.92,2.283,6.67,17.98,1874.1,170.9,2.906,1.04,7,118.8,0.897,53.08,51.3,80.13,71.3,Standard,Mineral,Tier1,Pending,866,53.05,High
100032,Ahmedabad,L4,Lathe,Morning,7.95,5.44,25.78,55.06,1.438,8.68,31.3,2594.4,105.0,7.62,0.37,1,121.4,0.89,53.1,46.41,82.67,71.61,HighStrength,Synthetic,Tier3,Pass,721,50.64,Medium
100698,Bengaluru,L6,Robot,Afternoon,5.32,3.32,21.89,74.12,0.774,7.1,30.49,2812.9,179.1,0.484,4.95,1,106.9,0.877,56.03,34.5,116.44,71.99,Recycled,Synthetic,Tier2,Minor_Issue,644,74.34,Medium
108802,Pune,L5,Robot,Afternoon,9.68,2.89,21.47,64.98,2.967,5.47,25.54,1803.1,97.5,11.371,0.22,0,17.7,0.916,47.22,41.91,67.31,75.98,Premium,Mineral,Tier1,Minor_Issue,1006,42.46,Low
103459,Chennai,L6,CNC,Night,9.61,2.09,30.88,46.01,3.636,6.77,29.17,3302.1,143.8,5.119,0.22,1,61.9,0.89,56.25,47.83,81.18,68.41,Standard,Mineral,Tier2,Pass,958,48.76,Medium
100632,Ahmedabad,L2,CNC,Morning,10.44,7.86,34.25,65.39,2.704,6.21,22.88,2263.4,76.1,3.343,0.27,2,10.5,0.873,66.11,56.37,55.96,68.41,Standard,Mineral,Tier1,Rework,1122,38.62,Low
104011,Pune,L6,CNC,Morning,11.95,4.68,34.77,47.98,2.497,7.75,34.12,2948.6,109.8,11.394,2.24,1,47.9,0.917,51.39,57.07,58.7,72.3,Standard,None,Tier3,Pass,781,58.9,Low
119855,Chennai,L2,CNC,Morning,6.23,12.6,33.61,66.62,1.877,6.78,35.31,2939.6,148.0,9.653,2.96,3,37.2,0.944,57.34,48.48,80.9,71.26,Standard,Mineral,Tier1,Pass,1079,65.44,Medium
119068,Hyderabad,L5,CNC,Night,9.53,2.24,29.69,45.86,2.581,8.01,40.24,2757.9,120.2,4.682,1.09,0,246.8,0.844,56.08,50.64,81.55,72.32,Premium,Mineral,Tier3,Minor_Issue,1008,58.3,High
112921,Bengaluru,L5,Press,Morning,8.12,11.74,26.34,69.96,3.083,8.34,29.93,2102.8,148.9,6.297,1.89,1,77.9,0.891,61.62,45.77,77.69,72.99,Standard,Mineral,Tier2,Pending,137,55.69,Medium
112239,Ahmedabad,L3,Lathe,Afternoon,8.11,9.94,32.1,56.19,4.21,8.14,29.88,3355.7,97.4,4.422,0.89,0,9.4,0.955,52.86,53.03,69.62,70.88,Standard,Mineral,Tier1,Rework,1160,49.93,Low
105801,Pune,L4,Milling,Morning,5.42,6.83,39.76,54.05,0.756,7.37,43.99,2560.7,79.9,4.015,0.15,0,151.7,0.944,60.16,56.85,63.29,71.78,Standard,Mineral,Local,Pass,398,61.17,Medium
100636,Chennai,L5,Milling,Night,8.62,1.77,26.75,61.73,1.411,7.72,27.24,2749.1,151.7,10.468,3.2,0,75.5,0.94,55.13,41.63,91.05,68.33,Standard,Mineral,Tier1,Pass,97,49.09,Medium
109768,Hyderabad,L5,Compressor,Morning,6.08,5.87,33.16,78.47,1.839,8.39,43.35,4335.5,66.0,0.396,1.15,1,200.9,0.839,61.33,50.91,54.45,76.24,Standard,Mineral,Tier1,Pass,431,65.19,High
111406,Pune,L4,CNC,Night,1.05,14.49,27.32,61.27,1.385,7.17,25.67,2668.4,108.9,12.569,1.5,3,71.7,0.916,47.41,42.37,77.23,66.7,Standard,Mineral,Tier3,Pass,1097,51.65,High
121537,Pune,L4,Robot,Afternoon,6.39,6.07,27.46,75.31,2.373,7.68,19.03,3577.8,79.3,6.271,0.93,3,26.5,0.948,57.14,47.62,66.96,65.92,Standard,Synthetic,Tier2,Pass,570,33.32,Low
114505,Bengaluru,L2,Lathe,Afternoon,1.48,7.05,31.01,68.71,1.903,5.92,37.05,2855.3,88.7,6.711,2.33,0,101.6,0.901,54.53,49.8,56.92,73.54,Standard,Synthetic,Tier1,Rework,748,67.14,High
121123,Bengaluru,L1,CNC,Afternoon,3.73,1.37,22.84,61.96,1.354,7.39,42.32,3444.6,107.3,1.462,0.38,0,,0.941,41.2,48.24,80.01,68.22,Premium,Bio,Tier1,Pass,304,56.73,Low
110092,Chennai,L3,Robot,Morning,5.3,4.17,30.9,60.44,1.723,8.68,36.03,3662.0,98.0,1.681,1.57,1,4.4,0.925,56.58,49.94,80.31,76.22,Standard,Synthetic,Tier2,Pass,225,55.95,Low
102499,Hyderabad,L5,Milling,Afternoon,2.26,0.98,20.88,79.24,1.078,6.98,31.83,2756.0,158.0,8.26,1.54,0,205.2,0.84,43.4,42.35,86.81,72.58,Recycled,Synthetic,Tier2,Rework,790,55.62,High
118263,Bengaluru,L3,Compressor,Morning,7.02,8.26,28.3,80.51,3.032,4.63,25.04,2039.2,113.3,6.917,1.63,1,57.1,0.869,56.8,49.84,76.68,67.48,Recycled,Mineral,Tier2,Pass,637,42.82,Medium
121402,Bengaluru,L3,Press,Night,3.13,1.64,26.74,51.11,1.006,7.32,42.67,2827.1,145.9,4.541,1.01,0,1.0,0.796,49.58,40.53,106.78,69.69,Standard,Synthetic,Tier2,Pass,279,63.49,Low
119715,Chennai,L1,Press,Afternoon,3.3,8.36,24.08,40.01,1.861,8.98,13.96,2173.7,75.9,13.808,3.69,3,27.2,0.88,52.01,39.31,77.98,75.27,Standard,Mineral,Tier3,Pass,160,27.48,Low
116934,Bengaluru,L4,Press,Night,8.19,3.66,27.27,92.87,2.338,7.49,50.01,4122.4,156.8,9.228,1.37,1,18.5,0.926,54.6,48.03,84.09,68.94,Standard,Mineral,Tier3,Pass,115,77.46,Medium
110306,Bengaluru,L3,CNC,Morning,4.26,5.84,25.4,79.11,2.017,7.63,30.13,2370.1,68.8,3.568,1.64,2,29.0,0.865,59.67,41.36,63.02,66.76,Standard,Mineral,Tier2,Pass,540,48.49,Medium
106211,Chennai,L3,Press,Afternoon,3.9,3.64,24.4,57.9,2.821,7.76,20.44,2495.9,106.5,8.427,2.53,1,,0.936,41.76,46.23,59.72,71.11,HighStrength,Mineral,Tier1,Pass,993,38.12,Low
114904,Pune,L5,Lathe,Afternoon,5.71,14.27,26.46,52.7,2.081,8.59,29.72,3761.2,144.0,6.251,0.34,2,273.3,0.927,50.91,39.25,96.87,72.46,Standard,Mineral,Tier1,Pass,806,53.52,High
108477,Hyderabad,L1,Press,Night,13.49,7.57,26.24,40.4,1.923,7.63,25.8,3430.8,100.0,1.142,0.48,1,84.3,0.928,63.83,47.21,77.35,70.85,Standard,Synthetic,Tier2,Pass,736,47.01,Low
120697,Pune,L4,Robot,Morning,3.48,12.4,20.85,61.35,5.333,7.41,26.87,3482.7,118.2,3.956,1.69,2,12.5,0.889,49.03,42.47,75.72,70.61,,Synthetic,Tier1,Pass,345,46.84,Medium
119748,Pune,L1,Compressor,Morning,4.75,11.13,30.21,78.59,2.338,8.63,28.39,2532.0,145.3,1.285,1.72,0,2.6,0.927,59.36,46.65,88.74,69.89,Standard,Mineral,Tier1,Pass,964,54.88,Low
105590,Bengaluru,L6,Robot,Morning,8.18,5.04,25.57,33.95,2.933,6.67,19.25,2286.9,48.3,13.698,0.93,0,27.1,0.929,47.99,45.93,51.6,66.94,Premium,None,Tier3,Minor_Issue,345,34.14,Low
102387,Ahmedabad,L6,Lathe,Afternoon,1.32,4.73,31.36,71.34,2.441,7.83,27.47,3037.3,98.1,4.381,3.8,2,100.1,0.921,52.58,59.04,82.29,78.07,Recycled,None,Tier3,Minor_Issue,497,46.25,High
113806,Chennai,L4,Compressor,Night,5.57,2.19,31.82,82.49,3.395,9.58,39.65,3603.3,121.5,0.338,0.63,0,59.8,0.842,62.96,53.05,87.91,68.43,Standard,Mineral,Tier2,Pass,603,54.75,Medium
120836,Hyderabad,L5,Press,Night,6.44,7.9,17.79,71.03,2.311,7.73,22.67,2395.5,157.6,9.0,0.79,3,42.1,0.851,44.94,38.18,89.45,72.71,Standard,Synthetic,Local,,116,40.66,Low
107101,Pune,L3,Robot,Morning,6.89,4.94,20.97,65.78,1.653,9.2,55.74,3684.7,161.1,4.0,1.1,0,22.5,0.933,42.85,35.44,87.34,76.13,Premium,Synthetic,Tier2,Pending,649,92.61,Low
111655,Chennai,L3,CNC,Morning,6.19,11.59,37.43,58.56,2.115,9.39,28.87,3670.2,79.7,2.339,0.18,1,29.4,0.763,61.01,59.82,63.87,72.93,Standard,Bio,Tier1,Rework,790,46.6,Low
109530,Pune,L2,Milling,Afternoon,2.94,4.22,31.17,60.73,2.273,5.9,37.18,4346.3,90.7,0.442,1.96,2,1.5,0.847,59.7,54.59,67.96,72.69,Standard,Mineral,Tier3,Minor_Issue,1053,59.82,Low
109283,Bengaluru,L4,Lathe,Morning,7.97,7.17,23.53,51.87,2.939,7.4,37.3,3030.8,129.6,3.868,0.35,3,163.1,0.962,55.35,46.48,88.19,66.07,Standard,Bio,Tier1,Pass,326,53.54,High
114823,Pune,L5,Compressor,Morning,6.68,2.49,28.45,70.23,1.267,6.54,38.1,2614.5,149.0,4.095,1.01,0,121.6,0.957,59.54,46.71,77.98,66.97,HighStrength,Mineral,Tier1,Minor_Issue,323,58.33,Medium
108795,Bengaluru,L2,Milling,Morning,3.42,3.65,36.86,61.2,1.709,7.68,23.62,3220.3,184.7,8.731,1.81,2,70.7,0.95,67.29,50.33,99.03,70.82,,Synthetic,Tier2,Minor_Issue,817,52.49,Medium
120012,Ahmedabad,L2,Milling,Morning,1.64,8.06,25.23,79.02,2.502,5.85,37.84,2810.8,125.5,7.499,2.51,2,49.2,0.871,50.15,46.0,81.7,70.03,Premium,Bio,Tier1,Pass,753,67.17,Medium
109939,Hyderabad,L4,CNC,Afternoon,4.21,8.2,17.66,75.13,2.209,7.26,32.07,3452.3,82.7,3.642,0.7,1,5.8,0.927,41.4,34.11,46.32,72.25,Premium,Mineral,Tier1,Rework,830,46.32,Medium
106776,Pune,L6,CNC,Afternoon,8.05,7.21,28.78,76.07,1.805,6.25,16.43,3587.1,131.6,4.197,1.13,2,34.6,0.879,50.91,39.27,79.4,71.17,Standard,Bio,Tier1,Minor_Issue,312,30.52,Medium
106238,Hyderabad,L2,Lathe,Afternoon,5.62,2.78,28.35,54.2,1.556,7.28,35.34,3452.4,90.6,6.184,1.42,0,4.5,0.872,51.01,42.89,56.26,68.77,,Synthetic,Tier1,Minor_Issue,667,52.76,Low
117177,Bengaluru,L2,CNC,Afternoon,4.53,3.68,33.26,68.44,2.594,8.05,18.92,2840.9,60.0,3.944,1.42,1,39.4,0.888,65.94,51.7,40.87,71.93,HighStrength,Mineral,Tier1,Rework,910,37.68,Low
116885,Bengaluru,L4,CNC,Morning,0.61,7.06,36.64,50.66,2.179,8.28,16.9,2716.5,100.0,2.484,0.55,0,18.8,0.91,62.18,59.07,73.2,69.28,Standard,Bio,Local,Rework,1170,39.63,Medium
112784,Bengaluru,L3,CNC,Night,2.99,5.83,30.76,78.98,2.815,,26.14,3401.6,176.9,5.861,2.05,4,182.6,0.883,53.44,50.57,98.23,68.98,Standard,Mineral,Local,Pass,862,60.44,High
116629,Chennai,L1,Compressor,Afternoon,3.08,3.43,31.68,64.43,2.085,9.43,26.03,2843.7,79.4,5.784,0.57,0,102.4,0.873,63.61,50.68,62.39,69.85,HighStrength,Synthetic,Tier2,Pass,1040,38.53,Medium
113662,Bengaluru,L6,Compressor,Morning,5.57,2.23,31.25,57.13,4.091,8.14,24.0,1913.1,126.9,2.19,0.58,0,53.9,0.951,54.95,47.28,81.76,70.96,Recycled,Mineral,Tier1,Minor_Issue,599,36.41,Low
113757,Ahmedabad,L6,CNC,Night,5.08,4.91,33.61,57.27,3.765,7.65,37.5,2522.3,112.3,7.739,0.62,1,353.5,0.938,57.13,52.95,81.38,71.16,Premium,Mineral,Local,Minor_Issue,706,51.94,High
107094,Hyderabad,L3,CNC,Night,6.49,3.53,36.6,58.41,2.155,7.57,29.34,2489.5,128.3,6.623,2.4,2,17.4,0.875,69.64,59.69,62.91,69.91,Standard,Mineral,Tier1,Pass,439,47.95,Low
108826,Ahmedabad,L6,CNC,Morning,5.42,0.91,20.45,58.41,1.587,,45.51,2178.3,63.5,5.419,0.56,1,6.9,0.915,54.74,34.84,48.79,65.87,Recycled,Synthetic,Tier1,Pass,223,64.18,Low
118514,Pune,L4,Robot,Night,8.9,8.73,28.08,64.28,2.455,7.25,27.88,3088.5,129.8,3.776,0.38,2,41.8,0.953,51.67,44.87,64.42,72.81,Standard,Mineral,Tier2,Pass,684,54.99,Medium
110928,Ahmedabad,L5,Lathe,Night,7.32,4.18,29.34,53.55,1.532,7.13,26.19,2824.0,96.4,7.829,0.99,0,8.1,0.821,53.68,,67.02,65.86,Standard,Bio,Tier3,Pass,398,36.73,Low
114113,Bengaluru,L1,Press,Afternoon,7.77,3.8,27.51,74.24,2.154,8.9,32.16,2550.5,99.5,1.952,56.29377314632093,0,55.8,0.822,49.03,54.44,64.46,71.8,Recycled,Mineral,Tier3,Pass,972,47.83,Low
